POST_C;PLANT_C;INDUS_TYPE;CAI;LPC;CGL_C;YEAR_MONTH;PROD_QT;CREATION_DT;UPDATE_DT;MATERIAL_C
KM;TC2;EL;424578;A;E435112A002;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;;895542;A;E435970G003;201909;50;05/11/2020 11:15;;ML_E
KM;VIT;;243948;A;R243948A003;201909;5;05/11/2020 11:15;;ML_D
KM;BBG;;777386;A;K777386A081;201909;3915;05/11/2020 11:15;;ML_C
KM;TC2;;320613;B;R320613B007;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;;509100;A;E435971D002;201909;58;05/11/2020 11:15;;ML_E
KM;TC2;;358338;A;K358338A003;201909;0;05/11/2020 11:15;;ML_E
KM;TC2;MC;392859;A;K392859A006;201909;0;05/11/2020 11:15;;ML_D
KM;CHO;;73235;B;K073235B005;201909;592;05/11/2020 11:15;;ML_D
KM;NYH;;158907;A;K158907A012;201909;0;05/11/2020 11:15;;ML_E
KM;VIT;;446325;A;K446325A011;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;;39483;A;K039483A002;201909;0;05/11/2020 11:15;;ML_E
KM;OLS;;512212;P;K512212P003;201909;6;05/11/2020 11:15;;ML_D
KM;CNO;;4481;B;K004481B004;201909;411;05/11/2020 11:15;;ML_C
KM;VIT;;509680;A;K509680A005;201909;50;05/11/2020 11:15;;ML_E
KM;CNO;;194560;B;K194560B002;201909;585;05/11/2020 11:15;;ML_C
KM;VLD;;512033;A;K512033A011;201909;3797;05/11/2020 11:15;;ML_C
KM;CNO;;731510;A;K731510A017;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;;206686;B;K206686B008;201910;1855;05/11/2020 11:15;;ML_A
KM;VIT;;186217;A;K186217A022;201910;8400;05/11/2020 11:15;;ML_D
KM;VIT;;39346;S;K039346S007;201910;2253;05/11/2020 11:15;;ML_C
KM2;BBG;;366911;A;K366911A015;201910;0;05/11/2020 11:15;;ML_D
KM;CNO;;894656;A;K894656A010;201910;27;05/11/2020 11:15;;ML_C
KM;VIT;MC;819493;R;K819493R010;201910;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;216561;A;K216561A016;201910;1873;05/11/2020 11:15;;ML_C
KM2;VIT;MC;494976;A;K494976A046;201909;10810;05/11/2020 11:15;;ML_D
KM2;VIT;MC;494976;A;K494976A046;201910;24907;05/11/2020 11:15;;ML_D
KM;VLD;MC;411024;A;K411024A045;201910;51;05/11/2020 11:15;;ML_D
KM;VIT;MC;530027;T;K530027T004;201910;0;05/11/2020 11:15;;ML_C
KM;CNO;MC;152292;A;K152292A020;201910;4225;05/11/2020 11:15;;ML_C
KM;NYH;MC;84613;B;K084613B017;201910;128;05/11/2020 11:15;;ML_E
KM2;CNO;EL;126306;A;E437882BA02;201910;44;05/11/2020 11:15;;ML_C
KM;UFR;MI;868663;A;R868663A005;201910;5;05/11/2020 11:15;;ML_E
KM2;VLD;MI;733156;R;R733156R012;201910;74;05/11/2020 11:15;;ML_C
KM;VIT;;331863;A;K331863A011;201910;0;05/11/2020 11:15;;ML_D
KM;VIT;;517323;A;K517323A003;201910;0;05/11/2020 11:15;;ML_E
KM;VLD;;578562;S;K578562S012;201910;0;05/11/2020 11:15;;ML_C
KM;NYH;;777723;A;K777723A016;201910;0;05/11/2020 11:15;;ML_A
KM;CNO;;777386;A;R777386A010;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;;233188;T;K233188T007;201910;0;05/11/2020 11:15;;ML_C
KM;NYH;;58168;A;E429283DA04;201910;0;05/11/2020 11:15;;ML_E
KM;BKR;MI;939928;T;R939928T006;201909;0;05/11/2020 11:15;;ML_C
KM;NYH;MC;396646;B;K396646B002;201910;890;05/11/2020 11:15;;ML_D
KM;UFR;MC;841313;A;K841313A010;201909;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;125768;S;K125768S008;201909;73;05/11/2020 11:15;;ML_C
KM2;VLD;MC;667631;A;K667631A021;201910;2495;05/11/2020 11:15;;ML_D
KM;NYH;MC;756996;A;K756996A012;201910;432;05/11/2020 11:15;;ML_E
KM;VIT;MC;197487;A;K197487A004;201910;1423;05/11/2020 11:15;;ML_E
KM;VIT;MI;894774;A;R894774A002;201910;10;05/11/2020 11:15;;ML_D
KM;VLD;;558962;A;K558962A012;201910;250;05/11/2020 11:15;;ML_E
KM;CNO;;475948;A;K475948A015;201910;0;05/11/2020 11:15;;ML_C
KM2;BBG;;479146;A;K479146A006;201911;14262;05/11/2020 11:15;;ML_D
KM;VLD;;790932;A;K790932A030;201910;303;05/11/2020 11:15;;ML_C
KM;CNO;;607988;A;K607988A011;201911;2379;05/11/2020 11:15;;ML_C
KM2;BKR;;552046;A;K552046A001;201910;372;05/11/2020 11:15;;ML_D
KM;DVY;MI;146216;T;R146216T003;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;370933;A;K370933A025;201910;0;05/11/2020 11:15;;ML_D
KM;CNO;MC;711041;T;K711041T007;201910;0;05/11/2020 11:15;;ML_C
KM2;BBG;MC;680273;A;K680273A050;201911;16761;05/11/2020 11:15;;ML_D
KM;VIT;MC;530027;T;K530027T005;201910;0;05/11/2020 11:15;;ML_C
KM;BBG;MC;236965;A;K236965A006;201910;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;489162;B;K489162B002;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;455435;A;K455435A050;201910;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;973953;A;K973953A007;201909;0;05/11/2020 11:15;;ML_D
KM;VLD;;125768;A;K125768A002;201909;6526;05/11/2020 11:15;;ML_C
KM;TC2;;392859;A;K392859A009;201909;0;05/11/2020 11:15;;ML_D
KM;TC2;;602501;A;R602501A003;201909;0;05/11/2020 11:15;;ML_E
KM;VIT;;308661;A;K308661A001;201909;1735;05/11/2020 11:15;;ML_D
KM;BBG;;183958;R;R183958R007;201909;0;05/11/2020 11:15;;ML_C
KM;OLS;;873342;R;K873342R008;201909;0;05/11/2020 11:15;;ML_C
KM;CNO;;308219;A;K308219A002;201911;183;05/11/2020 11:15;;ML_E
KM;VLD;;996785;S;K996785S013;201911;5246;05/11/2020 11:15;;ML_C
KM;VIT;;959429;B;K959429B005;201911;822;05/11/2020 11:15;;ML_C
KM2;BKR;;103437;A;K103437A001;201911;472;05/11/2020 11:15;;ML_D
KM2;BKR;;552046;A;K552046A001;201911;693;05/11/2020 11:15;;ML_D
KM;BKR;;199151;R;K199151R005;201911;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;635100;A;K635100A028;201911;1202;05/11/2020 11:15;;ML_E
KM;VIT;MC;275683;A;K275683A006;201911;34411;05/11/2020 11:15;;ML_D
KM;VLD;MI;768085;A;R768085A013;201911;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;139581;A;K139581A001;201911;57;05/11/2020 11:15;;ML_E
KM;BKR;MC;183916;A;K183916A002;201911;4185;05/11/2020 11:15;;ML_C
KM;BBG;MC;893067;A;K893067A008;201911;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;488916;R;K488916R005;201911;2471;05/11/2020 11:15;;ML_C
KM;CNO;MC;786593;A;K786593A028;201911;12499;05/11/2020 11:15;;ML_D
KM2;BBG;MC;479146;A;K479146A003;201911;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;112293;A;K112293A007;201911;0;05/11/2020 11:15;;ML_D
KM;VIT;;396776;A;K396776A005;201910;1236;05/11/2020 11:15;;ML_E
KM;CNO;;126306;A;E437882CA02;201910;32;05/11/2020 11:15;;ML_C
KM;CNO;;823776;A;K823776A003;201910;839;05/11/2020 11:15;;ML_D
KM2;CNO;EL;126306;A;E437883EA02;201909;27;05/11/2020 11:15;;ML_C
KM2;CNO;EL;126306;A;E437883DA03;201909;20;05/11/2020 11:15;;ML_C
KM;NYH;MC;693417;A;K693417A013;201910;719;05/11/2020 11:15;;ML_A
KM;VIT;MC;89498;A;K089498A001;201909;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;197487;A;K197487A004;201909;5438;05/11/2020 11:15;;ML_E
KM;VLD;;702367;R;R702367R005;201910;0;05/11/2020 11:15;;ML_C
KM;NYH;;272795;B;K272795B005;201910;687;05/11/2020 11:15;;ML_B
KM;CNO;;4481;A;E428756A001;201910;24;05/11/2020 11:15;;ML_C
KM;BKR;MC;9341;A;K009341A003;201910;273;05/11/2020 11:15;;ML_A
KM;VIT;MC;396776;A;K396776A005;201910;1236;05/11/2020 11:15;;ML_E
KM;DUN;MI;349618;A;R349618A003;201910;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;100706;B;K100706B005;201910;1395;05/11/2020 11:15;;ML_C
KM2;BBG;MC;479146;A;K479146A003;201910;0;05/11/2020 11:15;;ML_D
KM2;BBG;MC;887806;A;K887806A007;201910;0;05/11/2020 11:15;;ML_D
KM;CNO;MI;426680;D;R426680D003;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;152274;A;K152274A024;201909;0;05/11/2020 11:15;;ML_D
KM;NYH;;525495;F;K525495F009;201910;0;05/11/2020 11:15;;ML_A
KM;VLD;MI;601449;R;R601449R006;201910;18;05/11/2020 11:15;;ML_C
KM;TC2;MC;320613;B;K320613B005;201910;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;902596;A;K902596A001;201910;1536;05/11/2020 11:15;;ML_E
KM;CNO;MC;194560;A;K194560A024;201910;56;05/11/2020 11:15;;ML_C
KM2;CNO;EL;444057;A;E438204F001;201910;22;05/11/2020 11:15;;ML_C
KM;NYH;MC;112380;A;K112380A004;201909;574;05/11/2020 11:15;;ML_E
KM;CNO;MC;731510;T;K731510T007;201909;2667;05/11/2020 11:15;;ML_D
KM;BBG;MC;777386;A;K777386A069;201909;10912;05/11/2020 11:15;;ML_C
KM;CNO;MC;455435;A;K455435A056;201910;9032;05/11/2020 11:15;;ML_D
KM;VLD;MC;512033;A;K512033A003;201909;0;05/11/2020 11:15;;ML_C
KM2;BBG;MC;305468;A;K305468A008;201910;0;05/11/2020 11:15;;ML_D
KM;VIT;;951727;A;K951727A003;201910;0;05/11/2020 11:15;;ML_E
KM2;VLD;MI;733156;R;R733156R015;201910;52;05/11/2020 11:15;;ML_C
KM;NYH;MC;158907;A;K158907A017;201909;250;05/11/2020 11:15;;ML_E
KM;VLD;;481619;T;K481619T022;201910;113;05/11/2020 11:15;;ML_C
KM;VIT;MC;177160;A;K177160A010;201910;4575;05/11/2020 11:15;;ML_D
KM;VIT;MC;317320;A;K317320A007;201909;4283;05/11/2020 11:15;;ML_D
KM;VIT;MC;509680;A;K509680A004;201910;27;05/11/2020 11:15;;ML_E
KM;VLD;;601449;R;R601449R004;201910;9;05/11/2020 11:15;;ML_C
KM;TC2;;427983;A;K427983A004;201910;2954;05/11/2020 11:15;;ML_E
KM2;BKR;;637;A;K000637A009;201910;2254;05/11/2020 11:15;;ML_D
KM2;VLD;MC;213026;A;K213026A037;201910;3022;05/11/2020 11:15;;ML_D
KM2;VLD;MI;680273;E;R680273E011;201909;107;05/11/2020 11:15;;ML_D
KM;BBG;MC;100706;B;K100706B003;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;89498;A;K089498A004;201910;0;05/11/2020 11:15;;ML_E
KM;CNO;;475948;T;K475948T012;201910;0;05/11/2020 11:15;;ML_C
KM;CHO;;4397;A;K004397A013;201910;896;05/11/2020 11:15;;ML_D
KM;BKR;MC;885301;R;K885301R007;201911;13806;05/11/2020 11:15;;ML_C
KM;VIT;MC;317320;A;K317320A007;201911;6615;05/11/2020 11:15;;ML_D
KM;CNO;EL;4481;A;E428756A001;201911;25;05/11/2020 11:15;;ML_C
KM;VLD;MC;299295;B;K299295B015;201911;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;129634;S;K129634S002;201911;1;05/11/2020 11:15;;ML_C
KM;NYH;MC;756996;A;K756996A012;201911;831;05/11/2020 11:15;;ML_E
KM;CNO;MC;1633;A;K001633A021;201911;7155;05/11/2020 11:15;;ML_C
KM;NYH;MI;350234;A;R350234A002;201911;0;05/11/2020 11:15;;ML_E
KM;CNO;MC;233188;A;K233188A022;201910;451;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A086;201911;3446;05/11/2020 11:15;;ML_C
KM;NYH;EL;299779;A;E438220A001;201910;82;05/11/2020 11:15;;ML_E
KM;CNO;MC;380566;A;K380566A077;201911;1056;05/11/2020 11:15;;ML_D
KM;VLD;MC;481619;T;K481619T030;201911;0;05/11/2020 11:15;;ML_C
KM2;CNO;MC;680273;A;K680273A051;201911;2784;05/11/2020 11:15;;ML_D
KM;TC2;MC;819353;A;K819353A002;201911;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;648822;R;K648822R005;201911;741;05/11/2020 11:15;;ML_C
KM;VLD;MC;481619;T;K481619T022;201911;637;05/11/2020 11:15;;ML_C
KM;UFR;MC;285470;B;K285470B038;201911;0;05/11/2020 11:15;;ML_B
KM;VIT;MC;446325;A;K446325A014;201911;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;777386;A;K777386A083;201911;41904;05/11/2020 11:15;;ML_C
KM;BKR;MC;534193;A;K534193A003;201911;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;125768;A;K125768A006;201911;2634;05/11/2020 11:15;;ML_C
KM;VLD;MC;952216;S;K952216S016;201911;1315;05/11/2020 11:15;;ML_C
KM;BKR;MC;452985;A;K452985A001;201911;108;05/11/2020 11:15;;ML_C
KM;CNO;EL;4481;A;E428756C001;201911;24;05/11/2020 11:15;;ML_C
KM;NYH;MC;603452;B;K603452B005;201911;927;05/11/2020 11:15;;ML_D
KM;UFR;MI;297723;A;R297723A004;201911;50;05/11/2020 11:15;;ML_E
KM;CHO;MC;4397;A;K004397A014;201911;901;05/11/2020 11:15;;ML_D
KM;NYH;MC;111997;C;K111997C005;201911;2371;05/11/2020 11:15;;ML_A
KM;CNO;MC;100706;A;K100706A014;201909;7197;05/11/2020 11:15;;ML_C
KM;VIT;MC;409522;S;K409522S008;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;517323;A;K517323A008;201910;11659;05/11/2020 11:15;;ML_E
KM;VIT;MI;563330;R;R563330R004;201909;94;05/11/2020 11:15;;ML_C
KM;CNO;MC;1633;A;K001633A020;201909;8999;05/11/2020 11:15;;ML_C
KM;BKR;MC;885301;R;K885301R010;201910;10675;05/11/2020 11:15;;ML_C
KM2;CNO;MC;52723;A;K052723A009;201910;7449;05/11/2020 11:15;;ML_D
KM;NYH;MC;84613;B;K084613B006;201910;581;05/11/2020 11:15;;ML_E
KM;BKR;MC;494228;R;K494228R001;201909;847;05/11/2020 11:15;;ML_C
KM;BKR;EL;882056;A;E429354G002;201910;9;05/11/2020 11:15;;ML_A
KM;NYH;EL;833010;A;E429207GC01;201910;152;05/11/2020 11:15;;ML_E
KM;VIT;MC;983091;A;K983091A011;201910;0;05/11/2020 11:15;;ML_D
KM;VIT;MC;767806;A;K767806A006;201910;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;125768;A;K125768A002;201910;0;05/11/2020 11:15;;ML_C
KM;CNO;MI;773482;A;R773482A003;201909;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;907920;A;K907920A020;201909;0;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A080;201910;2061;05/11/2020 11:15;;ML_C
KM;BBG;MC;364747;A;K364747A011;201910;3459;05/11/2020 11:15;;ML_D
KM;BBG;MC;380566;A;K380566A082;201910;5138;05/11/2020 11:15;;ML_D
KM2;BBG;MC;366911;A;K366911A016;201910;0;05/11/2020 11:15;;ML_D
KM;BBG;;777386;A;E437105A001;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;517323;A;K517323A004;201909;0;05/11/2020 11:15;;ML_E
KM;CNO;MC;897243;G;K897243G001;201910;0;05/11/2020 11:15;;ML_C
KM2;BBG;MC;242899;A;K242899A005;201910;0;05/11/2020 11:15;;ML_D
KM;VLD;;299295;B;K299295B013;201910;0;05/11/2020 11:15;;ML_C
KM2;BBG;MC;479146;A;K479146A003;201909;3475;05/11/2020 11:15;;ML_D
KM;BBG;MC;777386;A;K777386A070;201909;10043;05/11/2020 11:15;;ML_C
KM;VIT;MC;983091;A;K983091A011;201909;2116;05/11/2020 11:15;;ML_D
KM;CHO;;905116;F;R905116F003;201910;10;05/11/2020 11:15;;ML_D
KM;BKR;;989515;A;K989515A010;201910;1628;05/11/2020 11:15;;ML_C
KM;VIT;MC;177160;A;K177160A010;201909;5256;05/11/2020 11:15;;ML_D
KM;VIT;MC;233188;T;K233188T007;201909;0;05/11/2020 11:15;;ML_C
KM;BKR;MC;452985;A;K452985A001;201909;2227;05/11/2020 11:15;;ML_C
KM;CNO;EL;126306;A;E437882CA02;201910;32;05/11/2020 11:15;;ML_C
KM;OLS;;873342;M;K873342M002;201910;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;297997;R;K297997R001;201910;12;05/11/2020 11:15;;ML_C
KM;BBG;MC;777386;A;K777386A084;201910;2577;05/11/2020 11:15;;ML_C
KM;NYH;;926479;A;R926479A005;201910;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;331863;A;K331863A011;201910;0;05/11/2020 11:15;;ML_D
KM2;VLD;MI;733156;R;R733156R016;201910;19;05/11/2020 11:15;;ML_C
KM2;VLD;EL;680273;C;E428744A002;201910;12;05/11/2020 11:15;;ML_D
KM;VIT;MC;453031;S;K453031S002;201910;3844;05/11/2020 11:15;;ML_C
KM;TC2;;529885;A;K529885A005;201910;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;538815;S;K538815S010;201910;32;05/11/2020 11:15;;ML_D
KM;BKR;MC;208195;B;K208195B003;201909;3941;05/11/2020 11:15;;ML_A
KM;NYH;MC;47044;B;K047044B005;201910;870;05/11/2020 11:15;;ML_D
KM;CNO;MC;607946;S;K607946S012;201910;10188;05/11/2020 11:15;;ML_D
KM;BKR;MC;183916;A;K183916A002;201910;21;05/11/2020 11:15;;ML_C
KM;NYH;MC;221310;A;K221310A002;201910;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;609166;A;K609166A004;201909;0;05/11/2020 11:15;;ML_E
KM2;VLD;;553792;A;K553792A012;201909;977;05/11/2020 11:15;;ML_D
KM;NYH;;414910;A;E429284GA01;201909;7;05/11/2020 11:15;;ML_E
KM;VLD;;952216;S;K952216S012;201909;1018;05/11/2020 11:15;;ML_C
KM;VIT;;839697;A;K839697A012;201909;0;05/11/2020 11:15;;ML_D
KM2;CNO;EL;126306;A;E437883DA01;201909;23;05/11/2020 11:15;;ML_C
KM2;VLD;MI;733156;R;R733156R007;201910;14;05/11/2020 11:15;;ML_C
KM;UFR;;868663;A;R868663A005;201910;5;05/11/2020 11:15;;ML_E
KM;VIT;;777386;A;K777386A060;201910;0;05/11/2020 11:15;;ML_C
KM;TC2;;392859;A;K392859A012;201910;20;05/11/2020 11:15;;ML_D
KM;NYH;;482284;A;R482284A003;201910;7;05/11/2020 11:15;;ML_E
KM;BBG;;289156;S;K289156S004;201910;2714;05/11/2020 11:15;;ML_D
KM2;CNO;;151177;A;K151177A002;201910;0;05/11/2020 11:15;;ML_D
KM;VIT;;777386;G;R777386G004;201910;1;05/11/2020 11:15;;ML_C
KM;BKR;MC;814956;A;K814956A004;201910;3307;05/11/2020 11:15;;ML_D
KM2;VLD;MC;749401;A;K749401A022;201909;3114;05/11/2020 11:15;;ML_D
KM;CHO;MI;162533;A;R162533A005;201909;186;05/11/2020 11:15;;ML_D
KM;CNO;EL;4481;A;E428756A001;201910;24;05/11/2020 11:15;;ML_C
KM;BKR;MC;885301;R;K885301R010;201911;5166;05/11/2020 11:15;;ML_C
KM2;OLS;MC;991636;B;K991636B003;201910;3379;05/11/2020 11:15;;ML_D
KM;VLD;MC;125768;A;K125768A005;201910;368;05/11/2020 11:15;;ML_C
KM;UFR;MC;765789;A;K765789A011;201910;297;05/11/2020 11:15;;ML_E
KM;NYH;MI;856603;A;R856603A003;201910;77;05/11/2020 11:15;;ML_E
KM;NYH;EL;378669;A;E438131A001;201910;0;05/11/2020 11:15;;ML_E
KM2;CNO;EL;444057;A;E438204E001;201911;25;05/11/2020 11:15;;ML_C
KM;DUN;MC;962421;A;K962421A009;201911;0;05/11/2020 11:15;;ML_D
KM;NYH;MC;272795;B;K272795B005;201911;243;05/11/2020 11:15;;ML_B
KM;TC2;MC;424578;A;K424578A007;201911;0;05/11/2020 11:15;;ML_D
KM;BBG;MC;216561;A;K216561A012;201911;0;05/11/2020 11:15;;ML_C
KM;CNO;MI;680416;A;R680416A001;201911;10;05/11/2020 11:15;;ML_E
KM;NYH;MI;248820;A;R248820A008;201911;7;05/11/2020 11:15;;ML_E
KM;CNO;MC;475948;A;K475948A016;201911;4577;05/11/2020 11:15;;ML_C
KM;BBG;EL;777386;A;E437430AB01;201911;0;05/11/2020 11:15;;ML_C
KM2;BBG;MC;872732;A;K872732A016;201910;1327;05/11/2020 11:15;;ML_D
KM;UFR;MI;151183;A;R151183A001;201911;5;05/11/2020 11:15;;ML_E
KM;VLD;MC;31029;A;K031029A023;201911;0;05/11/2020 11:15;;ML_E
KM;NYH;EL;69333;A;E429208FB01;201911;0;05/11/2020 11:15;;ML_E
KM;OLS;;512212;P;K512212P004;201910;7;05/11/2020 11:15;;ML_D
KM;VIT;;432508;A;K432508A005;201910;0;05/11/2020 11:15;;ML_E
KM;CNO;;894656;A;K894656A009;201910;1285;05/11/2020 11:15;;ML_C
KM;TC2;MC;392859;A;K392859A006;201910;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;635100;A;K635100A028;201910;5169;05/11/2020 11:15;;ML_E
KM2;VLD;MC;328785;A;K328785A004;201909;0;05/11/2020 11:15;;ML_D
KM2;VLD;MC;553792;A;K553792A011;201909;3356;05/11/2020 11:15;;ML_D
KM;BBG;MI;100706;A;R100706A003;201909;0;05/11/2020 11:15;;ML_C
KM2;VIT;MC;189068;A;K189068A030;201909;1452;05/11/2020 11:15;;ML_D
KM;CNO;MC;1633;A;K001633A020;201910;6071;05/11/2020 11:15;;ML_C
KM;CNO;;194560;B;K194560B002;201910;526;05/11/2020 11:15;;ML_C
KM;NYH;MC;28457;A;K028457A001;201909;1288;05/11/2020 11:15;;ML_E
KM;CNO;MC;380566;A;K380566A077;201910;2140;05/11/2020 11:15;;ML_D
KM;CNO;MI;426680;D;R426680D004;201909;913;05/11/2020 11:15;;ML_D
KM;UFR;MI;782767;A;R782767A001;201910;2;05/11/2020 11:15;;ML_E
KM;VIT;MC;308661;A;K308661A001;201910;117;05/11/2020 11:15;;ML_D
KM;VIT;MC;976438;A;K976438A012;201910;3372;05/11/2020 11:15;;ML_D
KM;VLD;MC;299295;B;K299295B016;201911;6929;05/11/2020 11:15;;ML_C
KM;VIT;MC;609367;A;K609367A002;201910;298;05/11/2020 11:15;;ML_D
KM;CNO;MC;959629;A;K959629A019;201910;0;05/11/2020 11:15;;ML_C
KM;VLD;MC;467853;A;K467853A012;201910;2588;05/11/2020 11:15;;ML_E
KM;BBG;MC;959629;T;K959629T005;201910;1711;05/11/2020 11:15;;ML_C
KM;TC2;MC;120252;A;K120252A011;201910;13628;05/11/2020 11:15;;ML_E
KM;TC2;MC;835346;A;K835346A009;201910;5156;05/11/2020 11:15;;ML_E
KM;VLD;MC;299295;B;K299295B015;201910;4608;05/11/2020 11:15;;ML_C
KM;BBG;MC;455435;S;K455435S006;201911;2426;05/11/2020 11:15;;ML_D
KM2;OLS;MC;280712;B;K280712B003;201910;26281;05/11/2020 11:15;;ML_D
KM;CHO;MC;380432;D;K380432D004;201910;5517;05/11/2020 11:15;;ML_D
KM2;OLS;MC;120353;B;K120353B022;201910;484;05/11/2020 11:15;;ML_D
KM;NYH;MC;229115;B;K229115B003;201910;475;05/11/2020 11:15;;ML_E
KM;CNO;MC;773482;A;K773482A002;201910;56;05/11/2020 11:15;;ML_C
KM;NYH;EL;58168;A;E429283EA01;201910;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;365297;R;K365297R006;201910;3452;05/11/2020 11:15;;ML_C
KM;VIT;MC;455052;A;K455052A006;201910;4568;05/11/2020 11:15;;ML_E
KM;CNO;MC;956602;A;K956602A011;201910;42;05/11/2020 11:15;;ML_C
KM;BBG;MC;648822;R;K648822R004;201910;24;05/11/2020 11:15;;ML_C
KM;VIT;MC;819493;R;K819493R016;201910;11161;05/11/2020 11:15;;ML_C
KM;VIT;MC;732422;S;K732422S003;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;MC;317320;A;K317320A006;201910;0;05/11/2020 11:15;;ML_D
KM;VLD;MC;551105;A;K551105A002;201910;5295;05/11/2020 11:15;;ML_D
KM;VIT;MC;777386;A;K777386A083;201910;31069;05/11/2020 11:15;;ML_C
KM;TC2;MC;49220;A;K049220A006;201910;0;05/11/2020 11:15;;ML_E
KM;VLD;MC;538815;S;K538815S009;201911;723;05/11/2020 11:15;;ML_D
KM;CNO;MC;711041;G;K711041G006;201910;452;05/11/2020 11:15;;ML_C
KM;OLS;MC;380566;P;K380566P001;201910;21707;05/11/2020 11:15;;ML_D
KM2;BBG;;675657;A;K675657A007;201910;719;05/11/2020 11:15;;ML_D
KM2;BBG;;86442;A;K086442A033;201911;842;05/11/2020 11:15;;ML_D
KM2;BBG;;305468;A;K305468A008;201910;0;05/11/2020 11:15;;ML_D
KM;TC2;;495886;A;K495886A003;201910;0;05/11/2020 11:15;;ML_E
KM;VIT;;767806;A;K767806A003;201910;0;05/11/2020 11:15;;ML_D
KM;NYH;;221310;A;K221310A002;201910;0;05/11/2020 11:15;;ML_E
KM;VLD;;408567;A;K408567A019;201910;3651;05/11/2020 11:15;;ML_D
KM;VLD;;864757;C;K864757C013;201910;1446;05/11/2020 11:15;;ML_D
KM;CNO;;959629;A;K959629A021;201910;12875;05/11/2020 11:15;;ML_C
KM;CNO;MC;152292;A;K152292A020;201909;6485;05/11/2020 11:15;;ML_C
KM;NYH;MC;28457;A;K028457A002;201910;1552;05/11/2020 11:15;;ML_E
KM;VIT;MC;197487;A;K197487A001;201910;0;05/11/2020 11:15;;ML_E
KM;VIT;MC;517323;A;K517323A007;201910;1147;05/11/2020 11:15;;ML_E
KM;VLD;;398526;A;K398526A011;201910;2003;05/11/2020 11:15;;ML_D
KM;VIT;;317320;A;K317320A007;201910;0;05/11/2020 11:15;;ML_D
KM;TC2;;424578;A;K424578A008;201910;2123;05/11/2020 11:15;;ML_D
KM;VIT;;380566;A;K380566A065;201910;0;05/11/2020 11:15;;ML_D
KM;BBG;;100706;A;R100706A006;201910;0;05/11/2020 11:15;;ML_C
KM;VIT;;129634;S;K129634S002;201910;265;05/11/2020 11:15;;ML_C
KM;VIT;;390662;R;K390662R010;201910;1812;05/11/2020 11:15;;ML_C
KM;VIT;;268118;A;K268118A011;201910;0;05/11/2020 11:15;;ML_D
KM;VLD;;455435;A;K455435A053;201910;0;05/11/2020 11:15;;ML_D
KM;CNO;;731510;A;K731510A017;201910;0;05/11/2020 11:15;;ML_D
KM2;CNO;;52723;A;R052723A005;201910;0;05/11/2020 11:15;;ML_D
KM2;BKR;MC;383455;A;K383455A009;201910;4706;05/11/2020 11:15;;ML_D
KM;BKR;MC;786593;A;K786593A027;201910;0;05/11/2020 11:15;;ML_D
KM;TC2;MC;529885;A;K529885A005;201910;0;05/11/2020 11:15;;ML_E
KM;NYH;MC;756996;A;K756996A008;201910;0;05/11/2020 11:15;;ML_E
KM;NYH;MC;290666;A;K290666A014;201910;1424;05/11/2020 11:15;;ML_E
KM;VIT;MC;777386;A;K777386A060;201910;0;05/11/2020 11:15;;ML_C
KM;NYH;EL;58168;A;E429283FA01;201910;0;05/11/2020 11:15;;ML_E
